code_muni,name_muni,abbrev_state,n_anos,distribuicao,idf_k,idf_a,idf_b,idf_c,idf_r2,intensidade_tr100_24h_mm_h,chuva_max_media_mm,pct_anos_vizinhanca
2201176,Barra D'Alcântara,PI,65,Log-Normal,607.69,0.1851,11.827,0.758,0.9989,5.52,53.1,0.0
2204709,Inhuma,PI,65,GEV,494.33,0.2212,11.827,0.758,0.9994,5.37,48.8,0.0
2205599,Lagoa do Sítio,PI,65,Log-Normal,555.22,0.1603,11.827,0.758,0.999,4.51,47.7,0.0
2206902,Novo Oriente do Piauí,PI,65,Weibull,619.36,0.1668,11.827,0.758,0.9985,5.15,51.9,0.0
2208106,Pimenteiras,PI,65,Gumbel,559.55,0.1745,11.827,0.758,0.9989,4.85,47.8,0.0
2209153,Santa Cruz dos Milagres,PI,65,Log-Normal,644.81,0.112,11.827,0.758,0.9991,4.2,52.1,0.0
2211308,Valença do Piauí,PI,65,Weibull,610.68,0.1872,11.827,0.758,0.9984,5.57,53.1,0.0
2201200,Barras,PI,65,Log-Normal,714.88,0.1031,11.827,0.758,0.9992,4.48,58.5,0.0
2201770,Boa Hora,PI,65,Weibull,748.99,0.0719,11.827,0.758,0.9992,4.07,58.6,0.0
2202059,Cabeceiras do Piauí,PI,65,Gumbel,716.07,0.1441,11.827,0.758,0.9992,5.42,61.6,0.0
2202174,Campo Largo do Piauí,PI,65,Gumbel,655.73,0.1319,11.827,0.758,0.9993,4.7,56.9,0.0
2206803,Nossa Senhora dos Remédios,PI,65,Weibull,685.36,0.125,11.827,0.758,0.9991,4.75,58.7,0.0
2208502,Porto,PI,65,GEV,632.9,0.1139,11.827,0.758,0.9992,4.17,53.6,0.0
2201507,Batalha,PI,65,GEV,648.38,0.1276,11.827,0.758,0.9992,4.55,55.1,0.0
2203701,Esperantina,PI,65,Gumbel,640.54,0.1413,11.827,0.758,0.9992,4.79,55.4,0.0
2205409,Joaquim Pires,PI,65,Weibull,636.57,0.1267,11.827,0.758,0.9989,4.43,52.3,0.0
2205458,Joca Marques,PI,65,Weibull,639.82,0.1239,11.827,0.758,0.9991,4.4,54.4,0.0
2205805,Luzilândia,PI,65,Log-Normal,604.98,0.1596,11.827,0.758,0.9993,4.94,55.6,0.0
2205854,Madeiro,PI,65,GEV,602.86,0.1253,11.827,0.758,0.9993,4.19,52.0,0.0
2206100,Matias Olímpio,PI,65,Gumbel,611.86,0.1251,11.827,0.758,0.9993,4.25,53.4,0.0
2206670,Morro do Chapéu do Piauí,PI,65,Gumbel,642.16,0.1492,11.827,0.758,0.9991,4.97,55.5,0.0
2209971,São João do Arraial,PI,65,Log-Normal,664.18,0.1198,11.827,0.758,0.9992,4.5,55.9,0.0
2201919,Bom Princípio do Piauí,PI,65,Normal,752.86,0.1016,11.827,0.758,0.999,4.67,57.6,0.0
2202000,Buriti dos Lopes,PI,65,GEV,633.73,0.1072,11.827,0.758,0.999,4.03,51.0,0.0
2202083,Cajueiro da Praia,PI,65,GEV,626.63,0.2242,11.827,0.758,0.9991,6.84,58.8,0.0
2202539,Caraúbas do Piauí,PI,65,GEV,574.15,0.1414,11.827,0.758,0.9989,4.27,47.9,0.0
2202653,Caxingó,PI,65,Gumbel,555.34,0.1617,11.827,0.758,0.999,4.54,47.7,0.0
2202703,Cocal,PI,65,Log-Normal,526.8,0.1987,11.827,0.758,0.999,5.11,47.9,0.0
2202729,Cocal dos Alves,PI,65,GEV,548.47,0.1442,11.827,0.758,0.9989,4.13,45.7,0.0
2204659,Ilha Grande,PI,65,Weibull,744.5,0.0937,11.827,0.758,0.9991,4.46,58.8,0.0
2205706,Luís Correia,PI,65,GEV,665.69,0.1508,11.827,0.758,0.9987,5.16,54.4,0.0
2206696,Murici dos Portelas,PI,65,Weibull,594.62,0.1227,11.827,0.758,0.999,4.07,50.0,0.0
2207702,Parnaíba,PI,65,Gama,764.7,0.0937,11.827,0.758,0.9991,4.59,60.0,0.0
2201960,Brasileira,PI,65,Log-Normal,652.8,0.1208,11.827,0.758,0.9991,4.43,53.8,0.0
2208304,Piracuruca,PI,65,Gumbel,566.05,0.1617,11.827,0.758,0.999,4.63,48.7,0.0
2208403,Piripiri,PI,65,Log-Normal,639.11,0.123,11.827,0.758,0.9991,4.39,53.2,0.0
2209872,São João da Fronteira,PI,65,Gama,557.38,0.1628,11.827,0.758,0.9987,4.56,46.3,0.0
2210052,São José do Divino,PI,65,Gama,588.23,0.1582,11.827,0.758,0.9988,4.72,49.7,0.0
2206209,Miguel Alves,PI,65,Gama,683.85,0.1354,11.827,0.758,0.9991,4.96,58.3,0.0
2202075,Cajazeiras do Piauí,PI,65,Weibull,628.28,0.1471,11.827,0.758,0.9988,4.79,52.5,0.0
2202778,Colônia do Piauí,PI,65,GEV,483.5,0.244,11.827,0.758,0.9994,5.82,48.4,0.0
2203859,Floresta do Piauí,PI,65,Gumbel,565.88,0.1569,11.827,0.758,0.9991,4.53,49.2,0.0
2207009,Oeiras,PI,65,GEV,533.74,0.2442,11.827,0.758,0.9992,6.4,51.8,0.0
2209377,Santa Rosa do Piauí,PI,65,GEV,582.48,0.194,11.827,0.758,0.999,5.53,52.2,0.0
2209500,Santo Inácio do Piauí,PI,65,GEV,466.42,0.2466,11.827,0.758,0.9995,5.72,49.0,0.0
2209955,São João da Varjota,PI,65,GEV,486.3,0.244,11.827,0.758,0.9994,5.87,49.7,0.0
2210979,Tanque do Piauí,PI,65,Gumbel,610.83,0.1721,11.827,0.758,0.9989,5.23,52.5,0.0
2200053,Acauã,PI,65,Log-Normal,496.84,0.1778,11.827,0.758,0.9989,4.37,43.1,0.0
2201739,Betânia do Piauí,PI,65,GEV,451.03,0.1642,11.827,0.758,0.9991,3.74,39.7,0.0
2202554,Caridade do Piauí,PI,65,Gama,460.06,0.1675,11.827,0.758,0.9988,3.85,39.4,0.0
2203271,Curral Novo do Piauí,PI,65,GEV,434.27,0.2046,11.827,0.758,0.9992,4.34,40.1,0.0
2205151,Jacobina do Piauí,PI,65,Gumbel,517.28,0.1506,11.827,0.758,0.9991,4.03,44.7,0.0
2207777,Patos do Piauí,PI,65,Weibull,517.76,0.1597,11.827,0.758,0.9986,4.17,43.0,0.0
2207801,Paulistana,PI,65,Weibull,526.14,0.1093,11.827,0.758,0.999,3.38,41.8,0.0
2208650,Queimada Nova,PI,65,GEV,462.53,0.1814,11.827,0.758,0.999,4.14,40.7,0.0
2210706,Simões,PI,65,Gumbel,488.03,0.1684,11.827,0.758,0.9989,4.11,42.0,0.0
2200251,Alagoinha do Piauí,PI,65,Gama,554.26,0.1496,11.827,0.758,0.9988,4.28,45.3,0.0
2200277,Alegrete do Piauí,PI,65,Gumbel,536.98,0.172,11.827,0.758,0.9989,4.6,46.0,0.0
2200954,Aroeiras do Itaim,PI,65,GEV,576.01,0.1834,11.827,0.758,0.9993,5.23,52.8,0.0
2201572,Belém do Piauí,PI,65,Normal,565.51,0.1052,11.827,0.758,0.9989,3.56,43.0,0.0
2201804,Bocaina,PI,65,Weibull,541.61,0.1333,11.827,0.758,0.9989,3.88,45.0,0.0
2202091,Caldeirão Grande do Piauí,PI,65,Gumbel,521.27,0.1725,11.827,0.758,0.9989,4.47,44.7,0.0
2202133,Campo Grande do Piauí,PI,65,Gumbel,524.16,0.1724,11.827,0.758,0.9989,4.49,44.7,0.0
2203404,Dom Expedito Lopes,PI,65,GEV,504.41,0.2192,11.827,0.758,0.9993,5.41,48.9,0.0
2204154,Francisco Macedo,PI,65,Weibull,545.96,0.1573,11.827,0.758,0.9986,4.35,45.1,0.0
2204204,Francisco Santos,PI,65,GEV,528.79,0.1381,11.827,0.758,0.999,3.88,44.2,0.0
2204303,Fronteiras,PI,65,Weibull,562.7,0.1419,11.827,0.758,0.9989,4.19,46.8,0.0
2204352,Geminiano,PI,65,Gumbel,567.34,0.1516,11.827,0.758,0.9991,4.44,49.1,0.0
2204907,Isaías Coelho,PI,65,Gumbel,564.0,0.1608,11.827,0.758,0.999,4.6,48.9,0.0
2205003,Itainópolis,PI,65,Gumbel,577.32,0.1573,11.827,0.758,0.9991,4.63,50.0,0.0
2205201,Jaicós,PI,65,Weibull,576.18,0.1284,11.827,0.758,0.9988,4.03,46.3,0.0
2205953,Marcolândia,PI,65,Gumbel,517.67,0.1639,11.827,0.758,0.999,4.28,44.7,0.0
2206050,Massapê do Piauí,PI,65,Gama,483.24,0.1641,11.827,0.758,0.9987,3.98,40.7,0.0
2206506,Monsenhor Hipólito,PI,65,Gama,561.84,0.1317,11.827,0.758,0.9989,4.0,45.6,0.0
2207207,Padre Marcos,PI,65,Gumbel,511.75,0.1662,11.827,0.758,0.999,4.27,43.8,0.0
2207553,Paquetá,PI,65,GEV,550.41,0.2108,11.827,0.758,0.9992,5.66,51.7,0.0
2208007,Picos,PI,65,Weibull,595.95,0.1818,11.827,0.758,0.9986,5.31,52.0,0.0
2208205,Pio IX,PI,65,Gama,563.12,0.153,11.827,0.758,0.9988,4.41,46.4,0.0
2209104,Santa Cruz do Piauí,PI,65,GEV,549.79,0.2092,11.827,0.758,0.9993,5.63,52.2,0.0
2209351,Santana do Piauí,PI,65,Gumbel,543.4,0.1613,11.827,0.758,0.999,4.44,46.9,0.0
2209401,Santo Antônio de Lisboa,PI,65,Weibull,541.61,0.1333,11.827,0.758,0.9989,3.88,45.0,0.0
2209856,São João da Canabrava,PI,65,Gumbel,526.03,0.1641,11.827,0.758,0.999,4.35,45.1,0.0
2210201,São José do Piauí,PI,65,GEV,523.2,0.1793,11.827,0.758,0.9991,4.65,46.7,0.0
2210300,São Julião,PI,65,Gumbel,552.52,0.173,11.827,0.758,0.9989,4.75,47.2,0.0
2210375,São Luis do Piauí,PI,65,Log-Normal,552.62,0.1312,11.827,0.758,0.9991,3.93,45.6,0.0
2210938,Sussuapara,PI,65,Gumbel,553.38,0.1599,11.827,0.758,0.999,4.49,47.6,0.0
2211506,Vera Mendes,PI,65,Gumbel,557.9,0.1597,11.827,0.758,0.999,4.52,48.3,0.0
2211605,Vila Nova do Piauí,PI,65,GEV,547.64,0.1469,11.827,0.758,0.9989,4.18,45.4,0.0
2211704,Wall Ferraz,PI,65,GEV,499.6,0.2362,11.827,0.758,0.9995,5.83,51.3,0.0
2201556,Bela Vista do Piauí,PI,65,Gumbel,559.02,0.1724,11.827,0.758,0.9989,4.79,48.0,0.0
2202109,Campinas do Piauí,PI,65,Gama,565.1,0.1725,11.827,0.758,0.9987,4.84,48.7,0.0
2202802,Conceição do Canindé,PI,65,Gumbel,555.82,0.1699,11.827,0.758,0.9989,4.72,47.9,0.0
2207306,Paes Landim,PI,65,Gama,565.43,0.1647,11.827,0.758,0.9987,4.67,47.1,0.0
2209658,São Francisco de Assis do Piauí,PI,65,GEV,500.73,0.1576,11.827,0.758,0.9991,4.03,43.9,0.0
2210805,Simplício Mendes,PI,65,Weibull,534.14,0.1935,11.827,0.758,0.9986,5.02,47.6,0.0
2210904,Socorro do Piauí,PI,65,GEV,515.43,0.2003,11.827,0.758,0.9992,5.05,47.6,0.0
2202117,Campo Alegre do Fidalgo,PI,65,Log-Normal,522.03,0.1629,11.827,0.758,0.9989,4.29,44.1,0.0
2202455,Capitão Gervásio Oliveira,PI,65,Weibull,537.84,0.1539,11.827,0.758,0.9985,4.22,43.2,0.0
2205359,João Costa,PI,65,Weibull,548.83,0.1437,11.827,0.758,0.9987,4.12,44.9,0.0
2205565,Lagoa do Barro do Piauí,PI,65,GEV,454.98,0.1838,11.827,0.758,0.9991,4.12,40.4,0.0
2207934,Pedro Laurentino,PI,65,Log-Normal,548.98,0.1574,11.827,0.758,0.999,4.4,46.6,0.0
2207959,Nova Santa Rita,PI,65,GEV,530.76,0.1862,11.827,0.758,0.9989,4.85,46.5,0.0
2208874,Ribeira do Piauí,PI,65,Gumbel,539.02,0.1562,11.827,0.758,0.9991,4.3,46.7,0.0
2210003,São João do Piauí,PI,65,GEV,537.97,0.1591,11.827,0.758,0.9989,4.34,45.4,0.0
2204808,Ipiranga do Piauí,PI,65,Weibull,530.5,0.2104,11.827,0.758,0.9986,5.4,49.1,0.0
2200459,Alvorada do Gurguéia,PI,65,Gumbel,462.39,0.1702,11.827,0.758,0.9989,3.93,39.8,0.0
2201903,Bom Jesus,PI,65,GEV,535.7,0.1138,11.827,0.758,0.9989,3.51,43.1,0.0
2202752,Colônia do Gurguéia,PI,65,Gumbel,498.89,0.1649,11.827,0.758,0.999,4.14,42.9,0.0
2203107,Cristino Castro,PI,65,Log-Normal,458.03,0.2114,11.827,0.758,0.9989,4.7,42.0,0.0
2203230,Currais,PI,65,Gumbel,502.37,0.1596,11.827,0.758,0.999,4.07,43.4,0.0
2207405,Palmeira do Piauí,PI,65,Gumbel,472.48,0.1626,11.827,0.758,0.999,3.88,40.6,0.0
2208700,Redenção do Gurguéia,PI,65,Gama,518.96,0.1131,11.827,0.758,0.9991,3.4,42.0,0.0
2209302,Santa Luz,PI,65,Log-Normal,499.0,0.1616,11.827,0.758,0.999,4.08,43.0,0.0
2201988,Brejo do Piauí,PI,65,Gumbel,529.17,0.1487,11.827,0.758,0.9991,4.09,45.6,0.0
2202307,Canto do Buriti,PI,65,Gumbel,484.38,0.1408,11.827,0.758,0.9992,3.61,42.1,0.0
2203602,Eliseu Martins,PI,65,GEV,473.08,0.1528,11.827,0.758,0.9992,3.72,41.3,0.0
2203800,Flores do Piauí,PI,65,GEV,491.7,0.2117,11.827,0.758,0.9993,5.09,47.1,0.0
2207355,Pajeú do Piauí,PI,65,GEV,483.32,0.204,11.827,0.758,0.9992,4.82,44.9,0.0
2207850,Pavussu,PI,65,Gama,523.2,0.1262,11.827,0.758,0.999,3.64,43.1,0.0
2209005,Rio Grande do Piauí,PI,65,Gumbel,539.44,0.1589,11.827,0.758,0.999,4.36,46.5,0.0
2210953,Tamboril do Piauí,PI,65,Weibull,534.55,0.1134,11.827,0.758,0.999,3.5,43.4,0.0
2201101,Avelino Lopes,PI,65,Log-Normal,515.52,0.1098,11.827,0.758,0.9991,3.33,41.6,0.0
2201309,Barreiras do Piauí,PI,65,Log-Normal,596.95,0.1332,11.827,0.758,0.9991,4.3,50.6,0.0
2202901,Corrente,PI,65,Weibull,602.23,0.0971,11.827,0.758,0.9991,3.67,48.3,0.0
2203008,Cristalândia do Piauí,PI,65,Gama,608.25,0.1442,11.827,0.758,0.999,4.59,51.3,0.0
2203206,Curimatá,PI,65,GEV,491.55,0.112,11.827,0.758,0.999,3.2,40.0,0.0
2204402,Gilbués,PI,65,Weibull,616.16,0.0996,11.827,0.758,0.999,3.79,48.7,0.0
2205524,Júlio Borges,PI,65,Normal,572.34,0.0839,11.827,0.758,0.9992,3.28,44.9,0.0
2206605,Monte Alegre do Piauí,PI,65,Log-Normal,539.7,0.1121,11.827,0.758,0.9992,3.53,44.6,0.0
2206654,Morro Cabeça no Tempo,PI,65,Gumbel,447.19,0.161,11.827,0.758,0.999,3.65,38.4,0.0
2207603,Parnaguá,PI,65,Weibull,544.62,0.1297,11.827,0.758,0.9989,3.84,44.7,0.0
2208858,Riacho Frio,PI,65,GEV,511.3,0.1281,11.827,0.758,0.999,3.59,42.6,0.0
2209203,Santa Filomena,PI,65,Log-Normal,562.96,0.1538,11.827,0.758,0.9991,4.45,49.1,0.0
2209757,São Gonçalo do Gurguéia,PI,65,Log-Normal,574.52,0.1336,11.827,0.758,0.9991,4.14,48.8,0.0
2210623,Sebastião Barros,PI,65,Log-Normal,560.4,0.1364,11.827,0.758,0.9991,4.09,47.2,0.0
2202251,Canavieira,PI,65,Log-Normal,584.99,0.1116,11.827,0.758,0.9991,3.81,47.1,0.0
2203909,Floriano,PI,65,Weibull,617.86,0.1473,11.827,0.758,0.9989,4.72,53.1,0.0
2204501,Guadalupe,PI,65,Gumbel,545.67,0.1596,11.827,0.758,0.999,4.42,47.1,0.0
2205102,Itaueira,PI,65,GEV,553.7,0.1631,11.827,0.758,0.9992,4.57,48.9,0.0
2205300,Jerumenha,PI,65,Log-Normal,556.19,0.1574,11.827,0.758,0.9992,4.47,49.1,0.0
2205607,Landri Sales,PI,65,Log-Normal,563.55,0.1445,11.827,0.758,0.9991,4.27,48.5,0.0
2206001,Marcos Parente,PI,65,GEV,538.76,0.1542,11.827,0.758,0.9992,4.28,47.8,0.0
2206704,Nazaré do Piauí,PI,65,Weibull,594.89,0.179,11.827,0.758,0.9986,5.24,52.1,0.0
2208551,Porto Alegre do Piauí,PI,65,Gumbel,535.83,0.1494,11.827,0.758,0.9991,4.15,46.3,0.0
2209708,São Francisco do Piauí,PI,65,Weibull,629.3,0.1565,11.827,0.758,0.9987,5.0,52.7,0.0
2210102,São José do Peixe,PI,65,GEV,518.05,0.2185,11.827,0.758,0.9993,5.53,49.4,0.0
2210391,São Miguel do Fidalgo,PI,65,GEV,496.76,0.2184,11.827,0.758,0.9993,5.3,47.5,0.0
2200707,Anísio de Abreu,PI,65,Weibull,613.65,0.1124,11.827,0.758,0.9988,3.99,47.1,0.0
2201929,Bonfim do Piauí,PI,65,Gumbel,568.3,0.1785,11.827,0.758,0.9988,5.01,48.4,0.0
2202505,Caracol,PI,65,Normal,564.34,0.1026,11.827,0.758,0.999,3.52,43.1,0.0
2202851,Coronel José Dias,PI,65,Gumbel,493.07,0.1753,11.827,0.758,0.9989,4.28,42.0,0.0
2203354,Dirceu Arcoverde,PI,65,Weibull,577.86,0.1408,11.827,0.758,0.9986,4.27,45.5,0.0
2203453,Dom Inocêncio,PI,65,GEV,504.09,0.1453,11.827,0.758,0.9989,3.81,41.6,0.0
2203750,Fartura do Piauí,PI,65,Weibull,584.13,0.1467,11.827,0.758,0.9986,4.44,47.3,0.0
2204550,Guaribas,PI,65,GEV,447.66,0.1938,11.827,0.758,0.9992,4.26,41.2,0.0
2205532,Jurema,PI,65,Normal,623.3,0.1078,11.827,0.758,0.9989,3.97,47.2,0.0
2209559,São Braz do Piauí,PI,65,Gama,602.15,0.1338,11.827,0.758,0.9989,4.33,48.7,0.0
2210359,São Lourenço do Piauí,PI,65,Log-Normal,544.7,0.1381,11.827,0.758,0.999,4.0,44.5,0.0
2210607,São Raimundo Nonato,PI,65,Normal,615.52,0.1011,11.827,0.758,0.999,3.81,47.1,0.0
2211357,Várzea Branca,PI,65,Gama,600.74,0.1347,11.827,0.758,0.9989,4.33,48.1,0.0
2200806,Antônio Almeida,PI,65,GEV,598.0,0.1572,11.827,0.758,0.9989,4.78,50.4,0.0
2201150,Baixa Grande do Ribeiro,PI,65,Gama,519.58,0.1391,11.827,0.758,0.999,3.83,43.2,0.0
2201705,Bertolínia,PI,65,Gumbel,508.01,0.1542,11.827,0.758,0.9991,4.02,43.9,0.0
2205904,Manoel Emídio,PI,65,GEV,472.16,0.1786,11.827,0.758,0.9989,4.17,40.9,0.0
2208908,Ribeiro Gonçalves,PI,65,Weibull,559.7,0.1368,11.827,0.758,0.9989,4.08,46.9,0.0
2210631,Sebastião Leal,PI,65,GEV,492.1,0.1763,11.827,0.758,0.9992,4.32,44.1,0.0
2211209,Uruçuí,PI,65,Gama,553.32,0.1281,11.827,0.758,0.9991,3.88,46.2,0.0
4100459,Altamira do Paraná,PR,65,Gumbel,935.14,0.1516,11.827,0.758,0.9991,7.32,80.8,0.0
4101705,Araruna,PR,65,GEV,897.08,0.142,11.827,0.758,0.999,6.7,75.2,0.0
4102505,Barbosa Ferraz,PR,65,Normal,967.77,0.0964,11.827,0.758,0.999,5.87,74.6,0.0
4103008,Boa Esperança,PR,65,Log-Normal,1006.71,0.1169,11.827,0.758,0.999,6.71,81.0,0.0
4103909,Campina da Lagoa,PR,65,Gama,965.39,0.1116,11.827,0.758,0.9991,6.28,78.3,0.0
4104303,Campo Mourão,PR,65,Log-Normal,867.01,0.1542,11.827,0.758,0.9992,6.87,75.7,0.0
4106555,Corumbataí do Sul,PR,65,Gumbel,832.59,0.1538,11.827,0.758,0.9991,6.58,72.2,0.0
4107504,Engenheiro Beltrão,PR,65,GEV,912.37,0.1439,11.827,0.758,0.999,6.88,76.8,0.0
4107553,Farol,PR,65,Normal,1054.83,0.0981,11.827,0.758,0.999,6.44,81.1,0.0
4107702,Fênix,PR,65,GEV,839.85,0.1724,11.827,0.758,0.9992,7.24,75.3,0.0
4108601,Goioerê,PR,65,Gumbel,872.82,0.1564,11.827,0.758,0.9991,6.98,75.7,0.0
4110805,Iretama,PR,65,Log-Normal,918.22,0.1388,11.827,0.758,0.9991,6.77,77.4,0.0
4112207,Janiópolis,PR,65,Log-Normal,939.31,0.1357,11.827,0.758,0.999,6.82,77.9,0.0
4112959,Juranda,PR,65,Weibull,954.98,0.1155,11.827,0.758,0.9989,6.31,76.8,0.0
4113734,Luiziana,PR,65,GEV,989.41,0.134,11.827,0.758,0.999,7.12,82.1,0.0
4114005,Mamborê,PR,65,Log-Normal,941.05,0.1253,11.827,0.758,0.9991,6.52,77.1,0.0
4116109,Moreira Sales,PR,65,GEV,856.56,0.1791,11.827,0.758,0.999,7.59,75.4,0.0
4116802,Nova Cantu,PR,65,GEV,959.95,0.0951,11.827,0.758,0.9991,5.79,77.1,0.0
4118808,Peabiru,PR,65,Weibull,919.5,0.1297,11.827,0.758,0.9989,6.48,75.8,0.0
4120655,Quarto Centenário,PR,65,Gama,886.31,0.1482,11.827,0.758,0.999,6.81,76.1,0.0
4121109,Quinta do Sol,PR,65,GEV,857.25,0.1716,11.827,0.758,0.9991,7.36,76.2,0.0
4121356,Rancho Alegre D'Oeste,PR,65,Weibull,952.95,0.1208,11.827,0.758,0.9988,6.45,75.9,0.0
4122503,Roncador,PR,65,Weibull,990.58,0.0984,11.827,0.758,0.999,6.06,78.2,0.0
4128005,Ubiratã,PR,65,Weibull,947.92,0.1234,11.827,0.758,0.999,6.5,78.3,0.0
4127205,Terra Boa,PR,65,Weibull,934.2,0.1223,11.827,0.758,0.9988,6.36,74.4,0.0
4101606,Arapoti,PR,65,GEV,637.13,0.1896,11.827,0.758,0.9993,5.96,59.6,0.0
4104659,Carambeí,PR,65,GEV,721.03,0.1901,11.827,0.758,0.9994,6.78,68.5,0.0
4104907,Castro,PR,65,Gumbel,743.77,0.1474,11.827,0.758,0.9991,5.71,64.3,0.0
4112009,Jaguariaíva,PR,65,GEV,661.0,0.201,11.827,0.758,0.9994,6.55,64.4,0.0
4117701,Palmeira,PR,65,Log-Normal,742.57,0.1548,11.827,0.758,0.9992,5.9,65.2,0.0
4119400,Piraí do Sul,PR,65,Log-Normal,709.33,0.1578,11.827,0.758,0.9993,5.73,63.9,0.0
4119905,Ponta Grossa,PR,65,Gama,756.43,0.163,11.827,0.758,0.9989,6.21,66.0,0.0
4126306,Sengés,PR,65,GEV,658.31,0.2079,11.827,0.758,0.9994,6.73,64.2,0.0
4110078,Imbaú,PR,65,Gama,740.07,0.1874,11.827,0.758,0.9987,6.78,65.8,0.0
4117305,Ortigueira,PR,65,Weibull,705.41,0.1179,11.827,0.758,0.999,4.71,57.4,0.0
4121703,Reserva,PR,65,GEV,724.27,0.1917,11.827,0.758,0.9992,6.83,66.5,0.0
4127106,Telêmaco Borba,PR,65,GEV,573.69,0.2305,11.827,0.758,0.9995,6.53,58.7,0.0
4127502,Tibagi,PR,65,GEV,670.06,0.1689,11.827,0.758,0.9993,5.71,61.5,0.0
4128534,Ventania,PR,65,Gumbel,717.52,0.1606,11.827,0.758,0.999,5.84,62.3,0.0
4103958,Campina do Simão,PR,65,Gumbel,805.94,0.144,11.827,0.758,0.9992,6.09,70.0,0.0
4104428,Candói,PR,65,GEV,834.38,0.1704,11.827,0.758,0.9992,7.13,74.5,0.0
4104451,Cantagalo,PR,65,GEV,842.36,0.1983,11.827,0.758,0.9993,8.2,79.2,0.0
4108452,Foz do Jordão,PR,65,GEV,875.83,0.1888,11.827,0.758,0.9992,8.15,80.4,0.0
4108650,Goioxim,PR,65,Weibull,914.37,0.1453,11.827,0.758,0.9988,6.91,76.6,0.0
4109401,Guarapuava,PR,65,GEV,840.28,0.172,11.827,0.758,0.9992,7.22,74.8,0.0
4110201,Inácio Martins,PR,65,Gumbel,861.54,0.1551,11.827,0.758,0.9991,6.84,75.1,0.0
4119301,Pinhão,PR,65,Log-Normal,873.98,0.2076,11.827,0.758,0.999,8.83,80.7,0.0
4121752,Reserva do Iguaçu,PR,65,Gama,927.0,0.1634,11.827,0.758,0.9989,7.62,80.0,0.0
4127965,Turvo,PR,65,Gumbel,795.5,0.1542,11.827,0.758,0.9991,6.3,68.8,0.0
4107546,Espigão Alto do Iguaçu,PR,65,GEV,821.08,0.2425,11.827,0.758,0.9995,9.86,84.6,0.0
4113304,Laranjeiras do Sul,PR,65,GEV,901.71,0.2224,11.827,0.758,0.9993,9.8,86.6,0.0
4115457,Marquinho,PR,65,Weibull,971.76,0.1631,11.827,0.758,0.9987,7.96,82.9,0.0
4117057,Nova Laranjeiras,PR,65,Log-Normal,912.6,0.2011,11.827,0.758,0.999,8.95,83.8,0.0
4120150,Porto Barreiro,PR,65,GEV,856.54,0.2217,11.827,0.758,0.9993,9.29,82.5,0.0
4120903,Quedas do Iguaçu,PR,65,GEV,935.42,0.1849,11.827,0.758,0.9993,8.56,86.3,0.0
4122156,Rio Bonito do Iguaçu,PR,65,GEV,864.62,0.227,11.827,0.758,0.9994,9.63,85.4,0.0
4128658,Virmond,PR,65,GEV,807.09,0.2393,11.827,0.758,0.9995,9.54,81.9,0.0
4105706,Clevelândia,PR,65,Gumbel,936.92,0.139,11.827,0.758,0.9992,6.93,81.2,0.0
4106456,Coronel Domingos Soares,PR,65,Gama,915.05,0.1339,11.827,0.758,0.9991,6.6,78.2,0.0
4109658,Honório Serpa,PR,65,Weibull,1066.99,0.1205,11.827,0.758,0.9989,7.22,87.1,0.0
4114401,Mangueirinha,PR,65,Log-Normal,919.42,0.1493,11.827,0.758,0.9991,7.12,79.3,0.0
4117602,Palmas,PR,65,Weibull,947.03,0.108,11.827,0.758,0.999,6.05,76.4,0.0
4103040,Boa Ventura de São Roque,PR,65,Gumbel,840.38,0.1524,11.827,0.758,0.9991,6.6,72.8,0.0
4113254,Laranjal,PR,65,Weibull,960.01,0.1506,11.827,0.758,0.9988,7.44,81.0,0.0
4115739,Mato Rico,PR,65,Gama,910.28,0.1001,11.827,0.758,0.9991,5.63,73.3,0.0
4117800,Palmital,PR,65,Gama,959.62,0.1122,11.827,0.758,0.9991,6.26,78.5,0.0
4119608,Pitanga,PR,65,Weibull,921.29,0.1581,11.827,0.758,0.9987,7.38,77.5,0.0
4123857,Santa Maria do Oeste,PR,65,Log-Normal,922.94,0.1299,11.827,0.758,0.9991,6.53,76.3,0.0
4100202,Adrianópolis,PR,65,Normal,697.29,0.0779,11.827,0.758,0.9992,3.9,55.1,0.0
4100301,Agudos do Sul,PR,65,Weibull,735.81,0.1308,11.827,0.758,0.9989,5.21,60.7,0.0
4100400,Almirante Tamandaré,PR,65,Weibull,772.77,0.1181,11.827,0.758,0.999,5.17,63.4,0.0
4101804,Araucária,PR,65,Gama,713.04,0.1203,11.827,0.758,0.9991,4.83,59.8,0.0
4102307,Balsa Nova,PR,65,Weibull,731.5,0.131,11.827,0.758,0.9989,5.19,60.9,0.0
4103107,Bocaiúva do Sul,PR,65,GEV,790.58,0.126,11.827,0.758,0.9988,5.47,63.6,0.0
4104006,Campina Grande do Sul,PR,65,GEV,907.75,0.0952,11.827,0.758,0.9989,5.46,70.0,0.0
4104105,Campo do Tenente,PR,65,Gumbel,773.06,0.1586,11.827,0.758,0.999,6.24,67.0,0.0
4104204,Campo Largo,PR,65,GEV,596.82,0.2293,11.827,0.758,0.9995,6.75,60.7,0.0
4104253,Campo Magro,PR,65,GEV,657.25,0.1839,11.827,0.758,0.9993,5.99,60.7,0.0
